model,mae,rmse,mape,smape
ridge,0.08255117736506425,0.09477730842887262,10.270774068881826,10.977954854685951
random_forest,0.10401835461318797,0.11089342039538681,12.878133328180017,13.883245990598134
gradient_boosting,0.11365452660928892,0.1225514274578939,14.057938114080146,15.297389557131035
